,labels,filenames
364,dog,dog.2324.jpg
365,cat,cat.8963.jpg
366,dog,dog.8783.jpg
367,cat,cat.7756.jpg
368,dog,dog.11449.jpg
369,dog,dog.759.jpg
370,dog,dog.11505.jpg
371,cat,cat.3564.jpg
372,cat,cat.11099.jpg
373,cat,cat.155.jpg
374,cat,cat.4300.jpg
375,cat,cat.5987.jpg
376,dog,dog.11874.jpg
377,cat,cat.12288.jpg
378,dog,dog.10371.jpg
379,dog,dog.9896.jpg
380,dog,dog.10081.jpg
381,cat,cat.8262.jpg
382,dog,dog.4740.jpg
383,cat,cat.8140.jpg
384,cat,cat.3816.jpg
385,dog,dog.1684.jpg
386,dog,dog.8000.jpg
387,dog,dog.10447.jpg
388,cat,cat.5447.jpg
389,dog,dog.4399.jpg
390,dog,dog.3122.jpg
391,cat,cat.9825.jpg
392,cat,cat.6370.jpg
393,dog,dog.2603.jpg
394,cat,cat.6352.jpg
395,cat,cat.7504.jpg
396,cat,cat.2009.jpg
397,dog,dog.6951.jpg
398,dog,dog.6346.jpg
399,dog,dog.6841.jpg
400,cat,cat.8531.jpg
401,cat,cat.10484.jpg
402,cat,cat.7233.jpg
403,dog,dog.12175.jpg
404,cat,cat.5052.jpg
405,cat,cat.8127.jpg
406,cat,cat.5973.jpg
407,cat,cat.9020.jpg
408,dog,dog.2456.jpg
409,cat,cat.8050.jpg
410,dog,dog.10900.jpg
411,cat,cat.9098.jpg
412,dog,dog.11848.jpg
413,cat,cat.7110.jpg
414,dog,dog.10920.jpg
415,cat,cat.7661.jpg
416,dog,dog.5515.jpg
417,cat,cat.8997.jpg
418,dog,dog.584.jpg
419,dog,dog.3163.jpg
420,cat,cat.2227.jpg
421,dog,dog.6414.jpg
422,dog,dog.12323.jpg
423,cat,cat.7486.jpg
424,dog,dog.9781.jpg
425,dog,dog.5553.jpg
426,dog,dog.3670.jpg
427,cat,cat.11799.jpg
428,dog,dog.3463.jpg
429,cat,cat.3214.jpg
430,cat,cat.11902.jpg
431,cat,cat.3792.jpg
432,cat,cat.5357.jpg
433,cat,cat.2748.jpg
434,dog,dog.6238.jpg
435,dog,dog.6268.jpg
436,cat,cat.3492.jpg
437,dog,dog.1750.jpg
438,cat,cat.4812.jpg
439,dog,dog.5578.jpg
440,cat,cat.1908.jpg
441,dog,dog.9255.jpg
442,dog,dog.489.jpg
443,dog,dog.9035.jpg
444,dog,dog.8072.jpg
445,dog,dog.4813.jpg
446,dog,dog.10184.jpg
447,cat,cat.1607.jpg
448,dog,dog.6166.jpg
449,cat,cat.5769.jpg
450,cat,cat.11879.jpg
451,cat,cat.6561.jpg
452,dog,dog.1691.jpg
453,cat,cat.6238.jpg
454,dog,dog.3564.jpg
455,dog,dog.4658.jpg
456,dog,dog.1752.jpg
457,cat,cat.12299.jpg
458,dog,dog.12402.jpg
459,cat,cat.8683.jpg
460,dog,dog.5263.jpg
461,dog,dog.10491.jpg
462,cat,cat.10485.jpg
463,cat,cat.3413.jpg
464,cat,cat.3081.jpg
465,cat,cat.6468.jpg
466,dog,dog.527.jpg
467,cat,cat.3242.jpg
468,cat,cat.5435.jpg
469,dog,dog.4840.jpg
470,cat,cat.10015.jpg
471,dog,dog.12052.jpg
472,dog,dog.11843.jpg
473,dog,dog.6807.jpg
474,cat,cat.4702.jpg
475,dog,dog.1046.jpg
476,dog,dog.5241.jpg
477,cat,cat.3674.jpg
478,cat,cat.2797.jpg
479,cat,cat.1084.jpg
480,dog,dog.5765.jpg
481,cat,cat.5210.jpg
482,cat,cat.11152.jpg
483,dog,dog.1995.jpg
484,cat,cat.5686.jpg
485,cat,cat.10461.jpg
486,dog,dog.1165.jpg
487,dog,dog.7827.jpg
488,cat,cat.3001.jpg
489,dog,dog.4933.jpg
490,cat,cat.1071.jpg
491,dog,dog.9320.jpg
492,cat,cat.8578.jpg
493,cat,cat.6212.jpg
494,cat,cat.5832.jpg
495,dog,dog.7571.jpg
496,dog,dog.8748.jpg
497,dog,dog.3010.jpg
498,dog,dog.3267.jpg
499,cat,cat.8251.jpg
500,cat,cat.1333.jpg
501,dog,dog.7045.jpg
502,cat,cat.5879.jpg
503,dog,dog.4085.jpg
504,cat,cat.11368.jpg
505,dog,dog.10396.jpg
506,cat,cat.2794.jpg
507,cat,cat.7723.jpg
508,dog,dog.9820.jpg
509,cat,cat.4738.jpg
510,dog,dog.1040.jpg
511,dog,dog.7409.jpg
512,cat,cat.5226.jpg
513,cat,cat.6638.jpg
514,dog,dog.10038.jpg
515,dog,dog.10182.jpg
516,dog,dog.7701.jpg
517,dog,dog.11585.jpg
518,dog,dog.6277.jpg
519,cat,cat.5042.jpg
520,cat,cat.9387.jpg
521,cat,cat.196.jpg
522,dog,dog.802.jpg
523,cat,cat.6997.jpg
524,cat,cat.3965.jpg
525,dog,dog.7441.jpg
526,dog,dog.2289.jpg
527,cat,cat.5393.jpg
528,dog,dog.9074.jpg
529,dog,dog.11754.jpg
530,cat,cat.7359.jpg
531,dog,dog.5751.jpg
532,cat,cat.10139.jpg
533,dog,dog.11618.jpg
534,cat,cat.2658.jpg
535,cat,cat.31.jpg
536,dog,dog.5346.jpg
537,dog,dog.2966.jpg
538,cat,cat.10177.jpg
539,dog,dog.5557.jpg
540,cat,cat.9851.jpg
541,cat,cat.2120.jpg
542,cat,cat.4635.jpg
543,cat,cat.6368.jpg
544,dog,dog.5439.jpg
545,dog,dog.4534.jpg
546,cat,cat.3597.jpg
547,dog,dog.399.jpg
548,cat,cat.4050.jpg
549,cat,cat.9235.jpg
550,dog,dog.8214.jpg
551,dog,dog.5521.jpg
552,dog,dog.3323.jpg
553,cat,cat.5538.jpg
554,dog,dog.9055.jpg
555,dog,dog.7251.jpg
556,cat,cat.10001.jpg
557,cat,cat.2062.jpg
558,cat,cat.6531.jpg
559,dog,dog.3148.jpg
560,dog,dog.10651.jpg
561,dog,dog.10818.jpg
562,dog,dog.5419.jpg
563,dog,dog.9993.jpg
564,dog,dog.8770.jpg
565,cat,cat.1070.jpg
566,cat,cat.2539.jpg
567,dog,dog.5220.jpg
568,dog,dog.3100.jpg
569,dog,dog.4870.jpg
570,cat,cat.5133.jpg
571,dog,dog.10469.jpg
572,dog,dog.667.jpg
573,cat,cat.2918.jpg
574,dog,dog.850.jpg
575,dog,dog.1704.jpg
576,cat,cat.2429.jpg
577,dog,dog.864.jpg
578,dog,dog.6576.jpg
579,cat,cat.6945.jpg
580,cat,cat.2670.jpg
581,cat,cat.5930.jpg
582,cat,cat.5474.jpg
583,cat,cat.6736.jpg
584,dog,dog.1928.jpg
585,dog,dog.8067.jpg
586,dog,dog.11711.jpg
587,dog,dog.10437.jpg
588,dog,dog.12434.jpg
589,cat,cat.7598.jpg
590,dog,dog.6045.jpg
591,cat,cat.5525.jpg
592,dog,dog.10021.jpg
593,dog,dog.6965.jpg
594,dog,dog.2882.jpg
595,cat,cat.4439.jpg
596,cat,cat.5371.jpg
597,dog,dog.11378.jpg
598,cat,cat.3912.jpg
599,dog,dog.5972.jpg
600,dog,dog.1926.jpg
601,dog,dog.8935.jpg
602,cat,cat.6555.jpg
603,cat,cat.217.jpg
604,cat,cat.9034.jpg
605,dog,dog.8859.jpg
606,dog,dog.4077.jpg
607,dog,dog.11804.jpg
608,dog,dog.1765.jpg
609,cat,cat.8266.jpg
610,cat,cat.11667.jpg
611,dog,dog.3176.jpg
612,cat,cat.8138.jpg
613,dog,dog.9864.jpg
614,dog,dog.1859.jpg
615,cat,cat.7311.jpg
616,dog,dog.472.jpg
617,cat,cat.6701.jpg
618,cat,cat.6055.jpg
619,dog,dog.2658.jpg
620,cat,cat.9585.jpg
621,cat,cat.2827.jpg
622,dog,dog.308.jpg
623,cat,cat.722.jpg
624,dog,dog.1678.jpg
625,cat,cat.5741.jpg
626,cat,cat.12105.jpg
627,cat,cat.6251.jpg
628,dog,dog.7262.jpg
629,dog,dog.5328.jpg
630,cat,cat.5315.jpg
631,cat,cat.11264.jpg
632,dog,dog.11878.jpg
633,dog,dog.9444.jpg
634,dog,dog.4258.jpg
635,dog,dog.3035.jpg
636,cat,cat.8247.jpg
637,cat,cat.4084.jpg
638,cat,cat.8961.jpg
639,cat,cat.1361.jpg
640,cat,cat.7559.jpg
641,dog,dog.8444.jpg
642,cat,cat.8891.jpg
643,dog,dog.5014.jpg
644,cat,cat.12172.jpg
645,dog,dog.8210.jpg
646,cat,cat.12332.jpg
647,cat,cat.7777.jpg
648,cat,cat.5337.jpg
649,cat,cat.1894.jpg
650,dog,dog.3144.jpg
651,cat,cat.9119.jpg
652,dog,dog.9382.jpg
653,dog,dog.12168.jpg
654,dog,dog.10588.jpg
655,dog,dog.1341.jpg
656,cat,cat.2722.jpg
657,cat,cat.3683.jpg
658,dog,dog.8764.jpg
659,dog,dog.5509.jpg
660,cat,cat.10818.jpg
661,cat,cat.12114.jpg
662,cat,cat.7958.jpg
663,dog,dog.10565.jpg
664,dog,dog.8023.jpg
665,cat,cat.11819.jpg
666,cat,cat.1376.jpg
667,cat,cat.1383.jpg
668,cat,cat.7027.jpg
669,cat,cat.10308.jpg
670,dog,dog.8540.jpg
671,dog,dog.1781.jpg
672,dog,dog.6491.jpg
673,cat,cat.9942.jpg
674,dog,dog.2652.jpg
675,cat,cat.10448.jpg
676,dog,dog.679.jpg
677,dog,dog.2452.jpg
678,dog,dog.5443.jpg
679,dog,dog.9396.jpg
680,dog,dog.5777.jpg
681,dog,dog.1777.jpg
682,dog,dog.882.jpg
683,dog,dog.951.jpg
684,cat,cat.1757.jpg
685,dog,dog.9087.jpg
686,cat,cat.5813.jpg
687,dog,dog.5150.jpg
688,dog,dog.5499.jpg
689,dog,dog.1159.jpg
690,cat,cat.7916.jpg
691,cat,cat.416.jpg
692,cat,cat.7676.jpg
693,dog,dog.4433.jpg
694,dog,dog.8520.jpg
695,cat,cat.340.jpg
696,cat,cat.8276.jpg
697,cat,cat.8428.jpg
698,cat,cat.5150.jpg
699,cat,cat.5251.jpg
700,dog,dog.1868.jpg
701,dog,dog.145.jpg
702,dog,dog.7881.jpg
703,cat,cat.5149.jpg
704,cat,cat.8277.jpg
705,cat,cat.6326.jpg
706,dog,dog.11280.jpg
707,cat,cat.1451.jpg
708,dog,dog.4955.jpg
709,dog,dog.8839.jpg
710,cat,cat.2045.jpg
711,dog,dog.6568.jpg
712,cat,cat.8408.jpg
713,cat,cat.4529.jpg
714,cat,cat.5853.jpg
715,cat,cat.4085.jpg
716,dog,dog.9734.jpg
717,cat,cat.8021.jpg
718,dog,dog.11577.jpg
719,dog,dog.757.jpg
720,cat,cat.4102.jpg
721,dog,dog.7290.jpg
722,cat,cat.3188.jpg
723,dog,dog.12192.jpg
724,dog,dog.604.jpg
725,cat,cat.6934.jpg
726,dog,dog.12415.jpg
727,dog,dog.1170.jpg
728,dog,dog.10575.jpg
729,cat,cat.9852.jpg
730,dog,dog.10698.jpg
731,cat,cat.1512.jpg
732,dog,dog.11828.jpg
733,cat,cat.11956.jpg
734,cat,cat.865.jpg
735,cat,cat.856.jpg
736,cat,cat.5460.jpg
737,dog,dog.6284.jpg
738,dog,dog.6302.jpg
739,cat,cat.4074.jpg
740,cat,cat.10098.jpg
741,dog,dog.6864.jpg
742,dog,dog.7369.jpg
743,cat,cat.12011.jpg
744,dog,dog.2624.jpg
745,cat,cat.1514.jpg
746,cat,cat.1006.jpg
747,dog,dog.7582.jpg
748,cat,cat.12426.jpg
749,dog,dog.7561.jpg
750,dog,dog.1519.jpg
751,dog,dog.5467.jpg
752,dog,dog.2265.jpg
753,dog,dog.9917.jpg
754,dog,dog.2102.jpg
755,cat,cat.9935.jpg
756,cat,cat.7076.jpg
757,cat,cat.10260.jpg
758,cat,cat.6339.jpg
759,cat,cat.6870.jpg
760,cat,cat.7459.jpg
761,dog,dog.4146.jpg
762,dog,dog.8249.jpg
763,dog,dog.1720.jpg
764,cat,cat.8399.jpg
765,cat,cat.5898.jpg
766,cat,cat.6538.jpg
767,cat,cat.2216.jpg
768,dog,dog.8431.jpg
769,dog,dog.644.jpg
770,dog,dog.779.jpg
771,cat,cat.5060.jpg
772,cat,cat.589.jpg
773,dog,dog.1830.jpg
774,cat,cat.5247.jpg
775,dog,dog.273.jpg
776,cat,cat.11538.jpg
777,dog,dog.2707.jpg
778,dog,dog.3558.jpg
779,cat,cat.2225.jpg
780,dog,dog.1081.jpg
781,cat,cat.4466.jpg
782,dog,dog.10663.jpg
783,dog,dog.479.jpg
784,dog,dog.5253.jpg
785,dog,dog.3596.jpg
786,dog,dog.4838.jpg
787,cat,cat.5990.jpg
788,dog,dog.7553.jpg
789,dog,dog.9759.jpg
790,cat,cat.5274.jpg
791,dog,dog.9386.jpg
792,dog,dog.10887.jpg
793,dog,dog.4441.jpg
794,dog,dog.385.jpg
795,cat,cat.3708.jpg
796,dog,dog.7775.jpg
797,dog,dog.4086.jpg
798,cat,cat.8788.jpg
799,cat,cat.12173.jpg
800,dog,dog.976.jpg
801,dog,dog.8094.jpg
802,dog,dog.401.jpg
803,cat,cat.551.jpg
804,cat,cat.5616.jpg
805,cat,cat.9451.jpg
806,dog,dog.6813.jpg
807,dog,dog.4752.jpg
808,dog,dog.558.jpg
809,cat,cat.440.jpg
810,cat,cat.5654.jpg
811,cat,cat.9766.jpg
812,dog,dog.7733.jpg
813,cat,cat.11505.jpg
814,dog,dog.7258.jpg
815,cat,cat.9407.jpg
816,dog,dog.2969.jpg
817,dog,dog.965.jpg
818,cat,cat.3727.jpg
819,cat,cat.1176.jpg
820,dog,dog.8645.jpg
821,cat,cat.7479.jpg
822,cat,cat.1907.jpg
823,dog,dog.12148.jpg
824,cat,cat.3264.jpg
825,cat,cat.7670.jpg
826,dog,dog.9666.jpg
827,cat,cat.5948.jpg
828,cat,cat.9238.jpg
829,cat,cat.10642.jpg
830,cat,cat.11927.jpg
831,dog,dog.2375.jpg
832,dog,dog.5313.jpg
833,dog,dog.12396.jpg
834,dog,dog.4881.jpg
835,cat,cat.10155.jpg
836,dog,dog.4290.jpg
837,dog,dog.1206.jpg
838,dog,dog.8461.jpg
839,cat,cat.11578.jpg
840,cat,cat.4103.jpg
841,dog,dog.9739.jpg
842,cat,cat.11653.jpg
843,cat,cat.10497.jpg
844,cat,cat.10556.jpg
845,dog,dog.3153.jpg
846,cat,cat.5807.jpg
847,cat,cat.7522.jpg
848,dog,dog.7216.jpg
849,cat,cat.4231.jpg
850,dog,dog.11764.jpg
851,cat,cat.3972.jpg
852,cat,cat.8078.jpg
853,cat,cat.3071.jpg
854,dog,dog.4486.jpg
855,dog,dog.2390.jpg
856,dog,dog.12463.jpg
857,cat,cat.11187.jpg
858,dog,dog.10547.jpg
859,cat,cat.9528.jpg
860,cat,cat.5322.jpg
861,cat,cat.9686.jpg
862,dog,dog.3398.jpg
863,cat,cat.5467.jpg
864,cat,cat.8977.jpg
865,cat,cat.7805.jpg
866,dog,dog.10944.jpg
867,cat,cat.7822.jpg
868,cat,cat.4411.jpg
869,cat,cat.10084.jpg
870,cat,cat.9198.jpg
871,cat,cat.3621.jpg
872,dog,dog.7137.jpg
873,dog,dog.8950.jpg
874,dog,dog.3789.jpg
875,cat,cat.1538.jpg
876,cat,cat.4675.jpg
877,dog,dog.7542.jpg
878,cat,cat.9087.jpg
879,cat,cat.11553.jpg
880,cat,cat.12003.jpg
881,dog,dog.362.jpg
882,cat,cat.2295.jpg
883,cat,cat.11150.jpg
884,dog,dog.12187.jpg
885,dog,dog.8675.jpg
886,cat,cat.6185.jpg
887,dog,dog.2879.jpg
888,cat,cat.11455.jpg
889,dog,dog.716.jpg
890,cat,cat.1970.jpg
891,dog,dog.10050.jpg
892,cat,cat.10288.jpg
893,cat,cat.10596.jpg
894,dog,dog.913.jpg
895,cat,cat.888.jpg
896,cat,cat.12060.jpg
897,cat,cat.10780.jpg
898,cat,cat.1353.jpg
899,cat,cat.11124.jpg
900,dog,dog.9716.jpg
901,dog,dog.3438.jpg
902,cat,cat.8378.jpg
903,dog,dog.7390.jpg
904,dog,dog.11947.jpg
905,dog,dog.1825.jpg
906,cat,cat.4835.jpg
907,cat,cat.9720.jpg
908,cat,cat.5437.jpg
909,dog,dog.2345.jpg
910,cat,cat.2737.jpg
911,cat,cat.6505.jpg
912,cat,cat.6615.jpg
913,cat,cat.7991.jpg
914,dog,dog.11674.jpg
915,cat,cat.10394.jpg
916,dog,dog.3633.jpg
917,dog,dog.10843.jpg
918,cat,cat.3167.jpg
919,cat,cat.2526.jpg
920,cat,cat.7058.jpg
921,cat,cat.10954.jpg
922,cat,cat.1352.jpg
923,cat,cat.9914.jpg
924,cat,cat.5178.jpg
925,dog,dog.9688.jpg
926,dog,dog.2747.jpg
927,dog,dog.5026.jpg
928,cat,cat.1398.jpg
929,cat,cat.3453.jpg
930,cat,cat.4184.jpg
931,dog,dog.4217.jpg
932,dog,dog.7174.jpg
933,cat,cat.4726.jpg
934,dog,dog.12086.jpg
935,dog,dog.4047.jpg
